turbine_id,line_id,section_id,diameter,length,thickness,mass,cost_rate
  15, C, chain_top      ,  0.093, 170.106,    0.0, 29.425, 76063.678
  16, C, chain_top      ,  0.093, 171.246,    0.0, 29.622, 76573.067
   9, C, chain_top      ,  0.093, 170.330,    0.0, 29.464, 76163.480
  15, C, chain_top      ,  0.093, 170.106,    0.0, 29.425, 76063.678
  15, C, chain_bottom   ,  0.093, 237.920,    0.0, 41.155, 106386.713
   9, C, chain_bottom   ,  0.093, 238.272,    0.0, 41.216, 106544.173
  16, C, chain_top      ,  0.093, 171.246,    0.0, 29.622, 76573.067
  16, C, chain_bottom   ,  0.093, 239.700,    0.0, 41.463, 107182.741
   9, C, chain_top      ,  0.093, 170.330,    0.0, 29.464, 76163.480
  16, C, chain_bottom   ,  0.093, 239.700,    0.0, 41.463, 107182.741
  34, A, chain_top      ,  0.094, 165.137,    0.0, 29.183, 75438.168
  34, A, chain_bottom   ,  0.094, 229.625,    0.0, 40.579, 104897.374
  34, A, chain_top      ,  0.094, 165.137,    0.0, 29.183, 75438.168
  34, A, chain_bottom   ,  0.094, 229.625,    0.0, 40.579, 104897.374
  11, B, chain_top      ,  0.095, 175.648,    0.0, 31.705, 81956.209
  11, B, chain_bottom   ,  0.095, 246.203,    0.0, 44.440, 114876.628
  16, B, chain_top      ,  0.095, 177.090,    0.0, 31.965, 82628.712
  11, B, chain_bottom   ,  0.095, 246.203,    0.0, 44.440, 114876.628
  16, B, chain_top      ,  0.095, 177.090,    0.0, 31.965, 82628.712
  16, B, chain_bottom   ,  0.095, 248.212,    0.0, 44.802, 115813.763
  16, B, chain_bottom   ,  0.095, 248.212,    0.0, 44.802, 115813.763
  11, B, chain_top      ,  0.095, 175.648,    0.0, 31.705, 81956.209
  33, C, chain_bottom   ,  0.096, 230.454,    0.0, 42.477, 109803.778
  33, C, chain_top      ,  0.096, 165.610,    0.0, 30.525, 78907.860
  33, C, chain_bottom   ,  0.096, 230.454,    0.0, 42.477, 109803.778
  33, C, chain_top      ,  0.096, 165.610,    0.0, 30.525, 78907.860
  10, B, chain_bottom   ,  0.098, 239.028,    0.0, 45.913, 118683.896
  10, B, chain_bottom   ,  0.098, 239.028,    0.0, 45.913, 118683.896
   9, B, chain_bottom   ,  0.098, 239.232,    0.0, 45.952, 118784.907
   9, B, chain_top      ,  0.098, 170.943,    0.0, 32.835, 84877.866
  10, B, chain_top      ,  0.098, 170.812,    0.0, 32.810, 84812.952
  36, B, chain_top      ,  0.098, 171.025,    0.0, 32.850, 84918.501
  36, B, chain_bottom   ,  0.098, 239.359,    0.0, 45.976, 118847.999
   9, B, chain_bottom   ,  0.098, 239.232,    0.0, 45.952, 118784.907
   9, B, chain_top      ,  0.098, 170.943,    0.0, 32.835, 84877.866
  10, B, chain_top      ,  0.098, 170.812,    0.0, 32.810, 84812.952
  36, B, chain_top      ,  0.098, 171.025,    0.0, 32.850, 84918.501
  36, B, chain_bottom   ,  0.098, 239.359,    0.0, 45.976, 118847.999
  34, B, chain_top      ,  0.099, 167.771,    0.0, 32.886, 85011.492
  34, B, chain_top      ,  0.099, 167.771,    0.0, 32.886, 85011.492
  34, B, chain_bottom   ,  0.099, 234.133,    0.0, 45.895, 118637.939
  34, B, chain_bottom   ,  0.099, 234.133,    0.0, 45.895, 118637.939
  23, A, chain_bottom   ,  0.100, 263.385,    0.0, 52.677, 136169.919
  24, A, chain_top      ,  0.100, 189.314,    0.0, 37.863, 97875.389
  22, A, chain_top      ,  0.100, 187.598,    0.0, 37.520, 96987.990
  39, A, chain_top      ,  0.100, 187.345,    0.0, 37.469, 96857.325
  35, B, chain_top      ,  0.100, 165.751,    0.0, 33.150, 85693.320
  22, A, chain_bottom   ,  0.100, 261.338,    0.0, 52.268, 135111.801
  25, A, chain_bottom   ,  0.100, 261.542,    0.0, 52.308, 135217.415
  25, A, chain_top      ,  0.100, 187.778,    0.0, 37.556, 97081.059
  35, B, chain_bottom   ,  0.100, 230.699,    0.0, 46.140, 119271.505
   3, B, chain_bottom   ,  0.100, 232.925,    0.0, 46.585, 120422.296
  24, A, chain_bottom   ,  0.100, 263.261,    0.0, 52.652, 136105.870
  39, A, chain_bottom   ,  0.100, 261.050,    0.0, 52.210, 134962.975
  24, A, chain_top      ,  0.100, 189.314,    0.0, 37.863, 97875.389
  37, A, chain_top      ,  0.100, 189.093,    0.0, 37.819, 97761.174
   3, B, chain_top      ,  0.100, 167.050,    0.0, 33.410, 86364.911
  37, A, chain_top      ,  0.100, 189.093,    0.0, 37.819, 97761.174
   3, B, chain_top      ,  0.100, 167.050,    0.0, 33.410, 86364.911
  22, A, chain_top      ,  0.100, 187.598,    0.0, 37.520, 96987.990
  39, A, chain_top      ,  0.100, 187.345,    0.0, 37.469, 96857.325
  35, B, chain_top      ,  0.100, 165.751,    0.0, 33.150, 85693.320
  22, A, chain_bottom   ,  0.100, 261.338,    0.0, 52.268, 135111.801
  39, A, chain_bottom   ,  0.100, 261.050,    0.0, 52.210, 134962.975
  23, A, chain_top      ,  0.100, 189.426,    0.0, 37.885, 97933.452
  25, A, chain_top      ,  0.100, 187.778,    0.0, 37.556, 97081.059
  35, B, chain_bottom   ,  0.100, 230.699,    0.0, 46.140, 119271.505
  23, A, chain_bottom   ,  0.100, 263.385,    0.0, 52.677, 136169.919
   3, B, chain_bottom   ,  0.100, 232.925,    0.0, 46.585, 120422.296
  37, A, chain_bottom   ,  0.100, 263.016,    0.0, 52.603, 135979.528
  25, A, chain_bottom   ,  0.100, 261.542,    0.0, 52.308, 135217.415
  23, A, chain_top      ,  0.100, 189.426,    0.0, 37.885, 97933.452
  37, A, chain_bottom   ,  0.100, 263.016,    0.0, 52.603, 135979.528
  24, A, chain_bottom   ,  0.100, 263.261,    0.0, 52.652, 136105.870
  26, A, chain_bottom   ,  0.101, 258.874,    0.0, 52.815, 136527.765
  26, A, chain_top      ,  0.101, 185.469,    0.0, 37.839, 97814.556
  26, A, chain_top      ,  0.101, 185.469,    0.0, 37.839, 97814.556
  26, A, chain_bottom   ,  0.101, 258.874,    0.0, 52.815, 136527.765
  35, C, chain_bottom   ,  0.102, 215.982,    0.0, 44.941, 116173.719
  36, C, chain_top      ,  0.102, 157.740,    0.0, 32.823, 84846.230
  35, C, chain_top      ,  0.102, 158.026,    0.0, 32.882, 84999.981
  34, C, chain_bottom   ,  0.102, 214.626,    0.0, 44.659, 115444.601
  34, C, chain_bottom   ,  0.102, 214.626,    0.0, 44.659, 115444.601
  36, C, chain_bottom   ,  0.102, 215.382,    0.0, 44.817, 115851.264
  21, A, chain_top      ,  0.102, 183.731,    0.0, 38.231, 98826.669
  21, A, chain_bottom   ,  0.102, 256.794,    0.0, 53.434, 138126.116
  21, A, chain_bottom   ,  0.102, 256.794,    0.0, 53.434, 138126.116
  21, A, chain_top      ,  0.102, 183.731,    0.0, 38.231, 98826.669
  36, C, chain_bottom   ,  0.102, 215.382,    0.0, 44.817, 115851.264
  35, C, chain_top      ,  0.102, 158.026,    0.0, 32.882, 84999.981
  36, C, chain_top      ,  0.102, 157.740,    0.0, 32.823, 84846.230
  34, C, chain_top      ,  0.102, 157.382,    0.0, 32.748, 84653.910
  34, C, chain_top      ,  0.102, 157.382,    0.0, 32.748, 84653.910
  35, C, chain_bottom   ,  0.102, 215.982,    0.0, 44.941, 116173.719
   1, B, chain_bottom   ,  0.103, 222.909,    0.0, 47.297, 122262.254
  40, A, chain_top      ,  0.103, 182.728,    0.0, 38.771, 100223.524
   1, B, chain_top      ,  0.103, 161.485,    0.0, 34.264, 88572.349
   2, B, chain_bottom   ,  0.103, 221.950,    0.0, 47.093, 121736.579
   2, C, chain_top      ,  0.103, 156.789,    0.0, 33.267, 85996.486
   2, B, chain_top      ,  0.103, 160.989,    0.0, 34.159, 88300.047
  40, A, chain_bottom   ,  0.103, 255.563,    0.0, 54.225, 140172.678
   2, C, chain_top      ,  0.103, 156.789,    0.0, 33.267, 85996.486
   1, B, chain_bottom   ,  0.103, 222.909,    0.0, 47.297, 122262.254
  40, A, chain_top      ,  0.103, 182.728,    0.0, 38.771, 100223.524
   1, B, chain_top      ,  0.103, 161.485,    0.0, 34.264, 88572.349
   2, B, chain_top      ,  0.103, 160.989,    0.0, 34.159, 88300.047
  40, A, chain_bottom   ,  0.103, 255.563,    0.0, 54.225, 140172.678
   2, C, chain_bottom   ,  0.103, 213.356,    0.0, 45.270, 117022.721
   2, C, chain_bottom   ,  0.103, 213.356,    0.0, 45.270, 117022.721
   2, B, chain_bottom   ,  0.103, 221.950,    0.0, 47.093, 121736.579
   3, C, chain_top      ,  0.104, 154.969,    0.0, 33.523, 86656.527
   3, C, chain_bottom   ,  0.104, 209.335,    0.0, 45.283, 117057.448
  39, B, chain_bottom   ,  0.104, 273.667,    0.0, 59.200, 153031.089
   3, C, chain_bottom   ,  0.104, 209.335,    0.0, 45.283, 117057.448
   3, C, chain_top      ,  0.104, 154.969,    0.0, 33.523, 86656.527
  39, B, chain_top      ,  0.104, 199.537,    0.0, 43.164, 111578.694
  20, A, chain_bottom   ,  0.105, 247.726,    0.0, 54.624, 141202.092
   1, C, chain_top      ,  0.105, 152.768,    0.0, 33.685, 87076.599
  20, A, chain_top      ,  0.105, 176.738,    0.0, 38.971, 100739.056
   1, C, chain_bottom   ,  0.105, 204.204,    0.0, 45.027, 116394.836
   6, A, chain_bottom   ,  0.105, 250.039,    0.0, 55.134, 142520.535
   6, A, chain_top      ,  0.105, 178.437,    0.0, 39.345, 101707.623
   1, C, chain_bottom   ,  0.105, 204.204,    0.0, 45.027, 116394.836
  20, A, chain_top      ,  0.105, 176.738,    0.0, 38.971, 100739.056
   6, A, chain_bottom   ,  0.105, 250.039,    0.0, 55.134, 142520.535
   6, A, chain_top      ,  0.105, 178.437,    0.0, 39.345, 101707.623
  20, A, chain_bottom   ,  0.105, 247.726,    0.0, 54.624, 141202.092
   1, C, chain_top      ,  0.105, 152.768,    0.0, 33.685, 87076.599
  40, B, chain_top      ,  0.106, 196.877,    0.0, 44.242, 114366.121
  40, C, chain_top      ,  0.106, 209.360,    0.0, 47.047, 121617.605
  40, B, chain_bottom   ,  0.106, 271.118,    0.0, 60.926, 157492.789
  40, C, chain_bottom   ,  0.106, 282.258,    0.0, 63.429, 163964.219
   5, A, chain_top      ,  0.107, 173.663,    0.0, 39.765, 102793.296
  27, A, chain_top      ,  0.107, 174.047,    0.0, 39.853, 103020.973
   5, A, chain_top      ,  0.107, 173.663,    0.0, 39.765, 102793.296
   5, A, chain_bottom   ,  0.107, 243.342,    0.0, 55.720, 144037.171
   7, A, chain_top      ,  0.107, 173.391,    0.0, 39.703, 102632.710
   7, A, chain_bottom   ,  0.107, 242.942,    0.0, 55.629, 143800.483
  27, A, chain_bottom   ,  0.107, 243.905,    0.0, 55.849, 144370.543
  22, B, chain_bottom   ,  0.107, 268.221,    0.0, 61.417, 158763.292
  22, B, chain_top      ,  0.107, 193.980,    0.0, 44.418, 114819.565
  25, B, chain_bottom   ,  0.107, 268.770,    0.0, 61.543, 159088.502
  25, B, chain_top      ,  0.107, 194.520,    0.0, 44.541, 115138.737
  23, B, chain_top      ,  0.107, 194.560,    0.0, 44.550, 115162.630
  27, A, chain_bottom   ,  0.107, 243.905,    0.0, 55.849, 144370.543
   7, A, chain_bottom   ,  0.107, 242.942,    0.0, 55.629, 143800.483
   7, A, chain_top      ,  0.107, 173.391,    0.0, 39.703, 102632.710
   5, A, chain_bottom   ,  0.107, 243.342,    0.0, 55.720, 144037.171
  23, B, chain_bottom   ,  0.107, 268.811,    0.0, 61.552, 159112.736
  27, A, chain_top      ,  0.107, 174.047,    0.0, 39.853, 103020.973
  19, A, chain_top      ,  0.108, 171.231,    0.0, 39.945, 103257.044
  19, A, chain_bottom   ,  0.108, 239.677,    0.0, 55.912, 144532.187
  38, C, chain_top      ,  0.108, 196.669,    0.0, 45.879, 118597.152
  38, C, chain_bottom   ,  0.108, 270.914,    0.0, 63.199, 163369.176
  19, A, chain_top      ,  0.108, 171.231,    0.0, 39.945, 103257.044
  19, A, chain_bottom   ,  0.108, 239.677,    0.0, 55.912, 144532.187
  25, C, chain_bottom   ,  0.108, 272.034,    0.0, 63.460, 164044.347
  26, C, chain_top      ,  0.108, 197.618,    0.0, 46.100, 119169.476
  24, C, chain_bottom   ,  0.108, 272.477,    0.0, 63.563, 164311.447
  24, B, chain_bottom   ,  0.108, 266.802,    0.0, 62.240, 160889.413
  24, B, chain_top      ,  0.108, 192.609,    0.0, 44.932, 116149.054
  24, C, chain_top      ,  0.108, 198.282,    0.0, 46.255, 119569.658
  25, C, chain_top      ,  0.108, 197.821,    0.0, 46.148, 119291.534
  26, C, chain_bottom   ,  0.108, 271.839,    0.0, 63.415, 163926.531
  37, C, chain_bottom   ,  0.108, 274.617,    0.0, 64.063, 165602.050
  37, C, chain_top      ,  0.108, 200.557,    0.0, 46.786, 120941.628
  30, A, chain_top      ,  0.109, 204.254,    0.0, 48.535, 125462.539
  39, C, chain_top      ,  0.109, 196.320,    0.0, 46.650, 120589.101
  23, C, chain_bottom   ,  0.109, 269.766,    0.0, 64.102, 165703.345
  39, C, chain_bottom   ,  0.109, 270.571,    0.0, 64.293, 166197.579
  30, A, chain_bottom   ,  0.109, 277.944,    0.0, 66.045, 170726.603
  23, C, chain_top      ,  0.109, 195.509,    0.0, 46.457, 120091.173
  29, A, chain_top      ,  0.110, 203.636,    0.0, 49.280, 127388.733
   8, A, chain_bottom   ,  0.110, 233.102,    0.0, 56.411, 145821.653
   8, A, chain_top      ,  0.110, 167.155,    0.0, 40.452, 104567.145
   8, A, chain_top      ,  0.110, 167.155,    0.0, 40.452, 104567.145
   6, C, chain_bottom   ,  0.110, 266.086,    0.0, 64.393, 166455.713
  22, C, chain_bottom   ,  0.110, 265.218,    0.0, 64.183, 165912.292
  22, C, chain_top      ,  0.110, 191.113,    0.0, 46.249, 119554.585
   8, A, chain_bottom   ,  0.110, 233.102,    0.0, 56.411, 145821.653
  29, A, chain_bottom   ,  0.110, 277.401,    0.0, 67.131, 173533.584
   6, C, chain_top      ,  0.110, 191.929,    0.0, 46.447, 120065.005
  18, A, chain_bottom   ,  0.111, 231.296,    0.0, 56.996, 147334.804
  38, B, chain_top      ,  0.111, 187.909,    0.0, 46.305, 119697.147
  37, B, chain_top      ,  0.111, 188.156,    0.0, 46.365, 119854.650
   4, A, chain_top      ,  0.111, 166.620,    0.0, 41.059, 106136.534
  18, A, chain_top      ,  0.111, 166.096,    0.0, 40.929, 105802.391
   4, A, chain_bottom   ,  0.111, 232.196,    0.0, 57.218, 147907.879
  28, A, chain_bottom   ,  0.111, 274.874,    0.0, 67.734, 175093.447
  31, A, chain_top      ,  0.111, 200.836,    0.0, 49.490, 127931.405
  18, A, chain_bottom   ,  0.111, 231.296,    0.0, 56.996, 147334.804
  18, A, chain_top      ,  0.111, 166.096,    0.0, 40.929, 105802.391
  21, C, chain_bottom   ,  0.111, 261.990,    0.0, 64.560, 166886.766
   5, B, chain_top      ,  0.111, 188.374,    0.0, 46.419, 119993.294
   5, B, chain_bottom   ,  0.111, 262.214,    0.0, 64.615, 167029.460
  20, C, chain_top      ,  0.111, 186.129,    0.0, 45.866, 118563.402
   4, A, chain_top      ,  0.111, 166.620,    0.0, 41.059, 106136.534
  21, B, chain_top      ,  0.111, 188.290,    0.0, 46.399, 119940.205
  20, C, chain_bottom   ,  0.111, 259.648,    0.0, 63.982, 165394.556
  21, B, chain_bottom   ,  0.111, 262.121,    0.0, 64.592, 166969.869
  28, A, chain_top      ,  0.111, 200.835,    0.0, 49.490, 127931.111
  31, A, chain_bottom   ,  0.111, 274.874,    0.0, 67.735, 175093.717
  38, B, chain_bottom   ,  0.111, 261.691,    0.0, 64.486, 166695.966
  21, C, chain_top      ,  0.111, 188.174,    0.0, 46.370, 119866.294
  27, C, chain_bottom   ,  0.111, 260.824,    0.0, 64.272, 166143.836
  37, B, chain_bottom   ,  0.111, 261.970,    0.0, 64.555, 166873.659
  27, C, chain_top      ,  0.111, 187.147,    0.0, 46.117, 119211.927
   4, A, chain_bottom   ,  0.111, 232.196,    0.0, 57.218, 147907.879
  38, A, chain_bottom   ,  0.112, 228.419,    0.0, 57.306, 148135.680
  38, A, chain_top      ,  0.112, 164.459,    0.0, 41.259, 106655.574
   7, C, chain_top      ,  0.112, 185.219,    0.0, 46.468, 120119.317
   8, C, chain_top      ,  0.112, 182.800,    0.0, 45.861, 118550.468
  30, C, chain_bottom   ,  0.112, 273.599,    0.0, 68.641, 177435.957
  38, A, chain_bottom   ,  0.112, 228.419,    0.0, 57.306, 148135.680
  38, A, chain_top      ,  0.112, 164.459,    0.0, 41.259, 106655.574
   8, C, chain_bottom   ,  0.112, 255.653,    0.0, 64.138, 165797.152
  30, C, chain_top      ,  0.112, 199.465,    0.0, 50.042, 129358.162
   7, C, chain_bottom   ,  0.112, 258.579,    0.0, 64.872, 167694.970
  28, C, chain_bottom   ,  0.113, 272.549,    0.0, 69.604, 179925.400
  19, C, chain_top      ,  0.113, 180.874,    0.0, 46.192, 119405.070
  28, C, chain_top      ,  0.113, 198.357,    0.0, 50.657, 130947.131
  19, C, chain_bottom   ,  0.113, 253.230,    0.0, 64.670, 167171.489
   5, C, chain_bottom   ,  0.113, 251.125,    0.0, 64.132, 165782.147
  29, C, chain_bottom   ,  0.113, 271.266,    0.0, 69.276, 179078.295
  20, B, chain_bottom   ,  0.113, 258.681,    0.0, 66.062, 170770.391
  20, B, chain_top      ,  0.113, 185.306,    0.0, 47.323, 122330.929
  29, C, chain_top      ,  0.113, 197.029,    0.0, 50.317, 130069.908
   5, C, chain_top      ,  0.113, 179.254,    0.0, 45.778, 118335.713
  32, A, chain_top      ,  0.114, 194.129,    0.0, 50.458, 130433.943
  32, A, chain_bottom   ,  0.114, 268.372,    0.0, 69.755, 180317.594
  26, B, chain_top      ,  0.115, 181.775,    0.0, 48.080, 124285.527
  11, C, chain_bottom   ,  0.115, 268.465,    0.0, 71.009, 183558.174
  18, C, chain_top      ,  0.115, 173.814,    0.0, 45.974, 118841.946
  19, B, chain_bottom   ,  0.115, 254.108,    0.0, 67.212, 173741.759
  18, C, chain_bottom   ,  0.115, 243.563,    0.0, 64.422, 166531.887
  11, C, chain_top      ,  0.115, 194.220,    0.0, 51.371, 132794.284
   6, B, chain_bottom   ,  0.115, 254.143,    0.0, 67.221, 173765.691
  26, B, chain_bottom   ,  0.115, 254.374,    0.0, 67.282, 173923.786
   6, B, chain_top      ,  0.115, 181.592,    0.0, 48.031, 124160.163
  19, B, chain_top      ,  0.115, 181.564,    0.0, 48.024, 124141.222
  13, A, chain_top      ,  0.116, 190.125,    0.0, 51.166, 132265.069
  16, A, chain_top      ,  0.116, 191.301,    0.0, 51.483, 133083.475
  16, A, chain_bottom   ,  0.116, 265.419,    0.0, 71.430, 184645.487
  13, A, chain_bottom   ,  0.116, 264.150,    0.0, 71.088, 183762.546
  14, A, chain_top      ,  0.116, 191.006,    0.0, 51.404, 132878.451
  14, A, chain_bottom   ,  0.116, 265.103,    0.0, 71.345, 184425.896
  17, A, chain_bottom   ,  0.117, 216.182,    0.0, 59.186, 152996.891
  17, A, chain_top      ,  0.117, 158.122,    0.0, 43.291, 111906.259
  17, A, chain_top      ,  0.117, 158.122,    0.0, 43.291, 111906.259
  31, C, chain_bottom   ,  0.117, 264.613,    0.0, 72.446, 187272.257
  36, A, chain_bottom   ,  0.117, 262.395,    0.0, 71.838, 185702.494
   4, B, chain_top      ,  0.117, 177.780,    0.0, 48.673, 125818.644
  36, A, chain_top      ,  0.117, 188.535,    0.0, 51.617, 133430.198
   4, C, chain_bottom   ,  0.117, 237.337,    0.0, 64.978, 167968.643
   4, B, chain_bottom   ,  0.117, 249.154,    0.0, 68.213, 176331.656
  31, C, chain_top      ,  0.117, 190.551,    0.0, 52.169, 134857.246
   4, C, chain_top      ,  0.117, 169.739,    0.0, 46.471, 120128.215
  17, A, chain_bottom   ,  0.117, 216.182,    0.0, 59.186, 152996.891
  35, A, chain_bottom   ,  0.118, 261.099,    0.0, 72.711, 187957.417
  15, A, chain_top      ,  0.118, 187.891,    0.0, 52.324, 135257.554
  15, A, chain_bottom   ,  0.118, 261.671,    0.0, 72.870, 188369.422
  35, A, chain_top      ,  0.118, 187.387,    0.0, 52.184, 134894.788
   7, B, chain_bottom   ,  0.118, 247.667,    0.0, 68.970, 178288.120
   7, B, chain_top      ,  0.118, 176.695,    0.0, 49.206, 127197.281
  18, B, chain_bottom   ,  0.120, 244.799,    0.0, 70.502, 182247.973
  12, A, chain_bottom   ,  0.120, 256.548,    0.0, 73.886, 190995.135
  12, A, chain_top      ,  0.120, 183.530,    0.0, 52.857, 136634.132
  18, B, chain_top      ,  0.120, 174.664,    0.0, 50.303, 130033.995
  33, A, chain_bottom   ,  0.121, 253.775,    0.0, 74.311, 192092.664
  33, A, chain_top      ,  0.121, 181.302,    0.0, 53.089, 137234.402
  17, C, chain_top      ,  0.121, 159.784,    0.0, 46.788, 120947.073
  11, A, chain_top      ,  0.121, 181.392,    0.0, 53.115, 137302.612
  27, B, chain_bottom   ,  0.121, 242.806,    0.0, 71.098, 183789.208
  27, B, chain_top      ,  0.121, 173.299,    0.0, 50.746, 131177.193
  17, C, chain_bottom   ,  0.121, 219.577,    0.0, 64.296, 166206.182
  11, A, chain_bottom   ,  0.121, 253.890,    0.0, 74.344, 192179.212
  13, C, chain_bottom   ,  0.121, 258.092,    0.0, 75.575, 195360.288
  13, C, chain_top      ,  0.121, 184.810,    0.0, 54.116, 139889.744
  31, B, chain_top      ,  0.122, 201.292,    0.0, 59.921, 154894.651
  30, B, chain_top      ,  0.122, 200.274,    0.0, 59.618, 154111.596
  29, B, chain_top      ,  0.122, 199.675,    0.0, 59.439, 153650.133
  12, C, chain_bottom   ,  0.122, 256.252,    0.0, 76.281, 197186.490
  29, B, chain_bottom   ,  0.122, 273.796,    0.0, 81.504, 210686.614
  30, B, chain_bottom   ,  0.122, 274.355,    0.0, 81.670, 211117.068
  31, B, chain_bottom   ,  0.122, 275.293,    0.0, 81.949, 211838.735
  12, C, chain_top      ,  0.122, 183.287,    0.0, 54.561, 141039.891
   8, B, chain_bottom   ,  0.123, 237.268,    0.0, 71.793, 185583.837
   8, B, chain_top      ,  0.123, 169.696,    0.0, 51.347, 132731.053
  32, B, chain_top      ,  0.124, 195.922,    0.0, 60.250, 155746.285
  32, B, chain_bottom   ,  0.124, 270.177,    0.0, 83.085, 214774.635
   2, A, chain_top      ,  0.125, 175.620,    0.0, 54.881, 141867.667
  32, C, chain_bottom   ,  0.125, 252.430,    0.0, 78.884, 203915.974
   3, A, chain_top      ,  0.125, 176.283,    0.0, 55.088, 142403.291
   3, A, chain_bottom   ,  0.125, 247.094,    0.0, 77.217, 199605.682
  28, B, chain_top      ,  0.125, 194.271,    0.0, 60.710, 156934.427
  28, B, chain_bottom   ,  0.125, 268.517,    0.0, 83.912, 216911.453
  32, C, chain_top      ,  0.125, 180.252,    0.0, 56.329, 145609.992
   2, A, chain_bottom   ,  0.125, 246.163,    0.0, 76.926, 198853.227
  14, C, chain_top      ,  0.126, 178.886,    0.0, 56.800, 146828.054
  14, C, chain_bottom   ,  0.126, 250.639,    0.0, 79.583, 205721.795
  10, A, chain_bottom   ,  0.126, 243.800,    0.0, 77.411, 200108.653
  10, A, chain_top      ,  0.126, 173.976,    0.0, 55.241, 142797.421
  17, B, chain_top      ,  0.127, 164.377,    0.0, 53.025, 137068.978
  12, B, chain_bottom   ,  0.127, 263.177,    0.0, 84.896, 219455.110
  12, B, chain_top      ,  0.127, 189.238,    0.0, 61.044, 157799.814
  17, B, chain_bottom   ,  0.127, 228.273,    0.0, 73.636, 190349.915
  35, B, polyester      ,  0.205, 1060.443,    0.0, 30.260, 226479.978
  34, C, polyester      ,  0.205, 1127.764,    0.0, 32.181, 240857.674
  34, B, polyester      ,  0.205, 1043.623,    0.0, 29.780, 222887.708
  34, A, polyester      ,  0.205, 1054.231,    0.0, 30.082, 225153.313
  33, C, polyester      ,  0.205, 1054.001,    0.0, 30.076, 225104.196
   9, B, polyester      ,  0.205, 1020.683,    0.0, 29.125, 217988.403
   1, A, polyester      ,  0.205, 1005.476,    0.0, 28.691, 214740.469
   3, B, polyester      ,  0.205, 1050.114,    0.0, 29.965, 224274.051
   1, C, polyester      ,  0.205, 1176.904,    0.0, 33.583, 251352.675
   2, B, polyester      ,  0.205, 1101.258,    0.0, 31.424, 235196.856
   2, C, polyester      ,  0.205, 1134.555,    0.0, 32.375, 242308.171
  36, C, polyester      ,  0.205, 1124.908,    0.0, 32.099, 240247.686
  38, A, polyester      ,  0.205, 1102.816,    0.0, 31.469, 235529.472
   3, C, polyester      ,  0.205, 1153.525,    0.0, 32.916, 246359.511
   1, B, polyester      ,  0.205, 1095.724,    0.0, 31.266, 234014.834
  35, C, polyester      ,  0.205, 1122.607,    0.0, 32.034, 239756.446
   8, A, polyester      ,  0.205, 1077.833,    0.0, 30.756, 230193.999
  36, B, polyester      ,  0.205, 1020.358,    0.0, 29.116, 217918.913
   9, A, polyester      ,  0.205, 1018.257,    0.0, 29.056, 217470.147
  17, C, polyester      ,  0.205, 1088.162,    0.0, 31.051, 232399.822
  17, B, polyester      ,  0.205, 1054.826,    0.0, 30.099, 225280.366
