turbine_id,line_id,section_id,diameter,length,thickness,mass,cost_rate
  15, B, chain_bottom   ,  0.103, 257.483,    0.0, 54.633, 141225.657
  13, B, chain_bottom   ,  0.103, 256.221,    0.0, 54.365, 140533.716
  11, B, chain_bottom   ,  0.103, 246.203,    0.0, 52.239, 135038.908
  35, B, chain_top      ,  0.103, 165.751,    0.0, 35.169, 90912.043
  34, C, chain_top      ,  0.103, 157.382,    0.0, 33.393, 86321.927
  34, B, chain_top      ,  0.103, 167.771,    0.0, 35.598, 92019.888
  34, A, chain_top      ,  0.103, 165.137,    0.0, 35.039, 90575.320
  33, C, chain_top      ,  0.103, 165.610,    0.0, 35.139, 90834.796
  36, B, chain_top      ,  0.103, 171.025,    0.0, 36.288, 93804.704
  21, A, chain_bottom   ,  0.103, 256.794,    0.0, 54.487, 140847.748
  34, B, chain_bottom   ,  0.103, 234.133,    0.0, 49.678, 128418.518
  14, B, chain_bottom   ,  0.103, 260.503,    0.0, 55.274, 142882.267
   1, B, chain_bottom   ,  0.103, 222.909,    0.0, 47.297, 122262.254
   2, C, chain_bottom   ,  0.103, 213.356,    0.0, 45.270, 117022.721
   3, B, chain_bottom   ,  0.103, 232.925,    0.0, 49.422, 127756.014
   2, C, chain_top      ,  0.103, 156.789,    0.0, 33.267, 85996.486
   9, B, chain_bottom   ,  0.103, 239.232,    0.0, 50.760, 131215.022
   9, C, chain_bottom   ,  0.103, 238.272,    0.0, 50.557, 130688.765
  10, B, chain_bottom   ,  0.103, 239.028,    0.0, 50.717, 131103.441
  10, C, chain_bottom   ,  0.103, 240.941,    0.0, 51.123, 132152.581
   1, B, chain_bottom   ,  0.103, 222.909,    0.0, 47.297, 122262.254
  14, B, chain_bottom   ,  0.103, 260.503,    0.0, 55.274, 142882.267
  34, B, chain_bottom   ,  0.103, 234.133,    0.0, 49.678, 128418.518
  21, A, chain_bottom   ,  0.103, 256.794,    0.0, 54.487, 140847.748
  16, B, chain_bottom   ,  0.103, 248.212,    0.0, 52.666, 136140.523
  16, C, chain_bottom   ,  0.103, 239.700,    0.0, 50.860, 131472.042
  22, A, chain_bottom   ,  0.103, 261.338,    0.0, 55.451, 143340.109
  23, A, chain_bottom   ,  0.103, 263.385,    0.0, 55.885, 144462.667
  24, A, chain_bottom   ,  0.103, 263.261,    0.0, 55.859, 144394.718
  25, A, chain_bottom   ,  0.103, 261.542,    0.0, 55.494, 143452.156
  26, A, chain_bottom   ,  0.103, 258.874,    0.0, 54.928, 141988.340
  33, B, chain_bottom   ,  0.103, 260.732,    0.0, 55.322, 143007.577
  33, C, chain_bottom   ,  0.103, 230.454,    0.0, 48.898, 126400.638
  33, B, chain_top      ,  0.103, 187.067,    0.0, 39.692, 102603.297
   1, A, chain_bottom   ,  0.103, 240.318,    0.0, 50.991, 131810.857
  15, B, chain_top      ,  0.103, 184.301,    0.0, 39.105, 101086.421
  10, B, chain_top      ,  0.103, 170.812,    0.0, 36.243, 93688.110
  21, A, chain_top      ,  0.103, 183.731,    0.0, 38.984, 100773.946
  15, C, chain_bottom   ,  0.103, 237.920,    0.0, 50.482, 130495.622
   9, A, chain_top      ,  0.103, 169.794,    0.0, 36.027, 93129.243
  22, A, chain_top      ,  0.103, 187.598,    0.0, 39.804, 102894.559
  14, B, chain_top      ,  0.103, 186.868,    0.0, 39.650, 102494.221
  23, A, chain_top      ,  0.103, 189.426,    0.0, 40.192, 103897.599
  16, C, chain_top      ,  0.103, 171.246,    0.0, 36.335, 93925.734
  24, A, chain_top      ,  0.103, 189.314,    0.0, 40.169, 103836.001
  16, B, chain_top      ,  0.103, 177.090,    0.0, 37.575, 97131.081
   9, C, chain_top      ,  0.103, 170.330,    0.0, 36.141, 93423.327
  25, A, chain_top      ,  0.103, 187.778,    0.0, 39.843, 102993.296
  15, C, chain_top      ,  0.103, 170.106,    0.0, 36.093, 93300.909
   9, B, chain_top      ,  0.103, 170.943,    0.0, 36.271, 93759.816
  26, A, chain_top      ,  0.103, 185.469,    0.0, 39.353, 101726.755
  10, C, chain_top      ,  0.103, 172.056,    0.0, 36.507, 94370.134
  11, B, chain_top      ,  0.103, 175.648,    0.0, 37.269, 96340.545
   3, B, chain_top      ,  0.103, 167.050,    0.0, 35.445, 91624.534
  13, B, chain_top      ,  0.103, 183.262,    0.0, 38.885, 100516.670
   9, A, chain_top      ,  0.103, 169.794,    0.0, 36.027, 93129.243
  21, A, chain_top      ,  0.103, 183.731,    0.0, 38.984, 100773.946
  39, A, chain_top      ,  0.103, 187.345,    0.0, 39.751, 102755.937
  35, B, chain_bottom   ,  0.103, 230.699,    0.0, 48.950, 126535.140
  36, C, chain_bottom   ,  0.103, 215.382,    0.0, 45.700, 118133.993
   1, A, chain_top      ,  0.103, 171.647,    0.0, 36.420, 94146.055
  39, A, chain_bottom   ,  0.103, 261.050,    0.0, 55.390, 143182.221
  40, A, chain_bottom   ,  0.103, 255.563,    0.0, 54.225, 140172.678
   1, B, chain_top      ,  0.103, 161.485,    0.0, 34.264, 88572.349
  40, A, chain_top      ,  0.103, 182.728,    0.0, 38.771, 100223.524
  37, A, chain_bottom   ,  0.103, 263.016,    0.0, 55.807, 144260.681
  36, B, chain_bottom   ,  0.103, 239.359,    0.0, 50.787, 131284.717
  37, A, chain_top      ,  0.103, 189.093,    0.0, 40.122, 103714.829
  34, C, chain_bottom   ,  0.103, 214.626,    0.0, 45.539, 117719.317
  35, C, chain_top      ,  0.103, 158.026,    0.0, 33.530, 86674.818
  35, B, chain_top      ,  0.103, 165.751,    0.0, 35.169, 90912.043
  34, C, chain_top      ,  0.103, 157.382,    0.0, 33.393, 86321.927
  34, B, chain_top      ,  0.103, 167.771,    0.0, 35.598, 92019.888
  34, A, chain_top      ,  0.103, 165.137,    0.0, 35.039, 90575.320
  33, C, chain_top      ,  0.103, 165.610,    0.0, 35.139, 90834.796
  36, B, chain_top      ,  0.103, 171.025,    0.0, 36.288, 93804.704
  36, C, chain_top      ,  0.103, 157.740,    0.0, 33.469, 86518.037
  35, C, chain_bottom   ,  0.103, 215.982,    0.0, 45.827, 118462.802
   6, A, chain_bottom   ,  0.115, 250.039,    0.0, 66.135, 170960.007
   5, A, chain_bottom   ,  0.115, 243.342,    0.0, 64.364, 166380.609
   5, A, chain_top      ,  0.115, 173.663,    0.0, 45.934, 118738.872
   4, A, chain_top      ,  0.115, 166.620,    0.0, 44.071, 113923.842
   7, A, chain_bottom   ,  0.115, 242.942,    0.0, 64.258, 166107.205
   7, A, chain_top      ,  0.115, 173.391,    0.0, 45.862, 118553.375
   8, A, chain_bottom   ,  0.115, 233.102,    0.0, 61.655, 159379.451
   8, A, chain_top      ,  0.115, 167.155,    0.0, 44.212, 114289.297
  27, A, chain_bottom   ,  0.115, 243.905,    0.0, 64.513, 166765.694
   4, A, chain_bottom   ,  0.115, 232.196,    0.0, 61.416, 158759.979
  20, A, chain_top      ,  0.115, 176.738,    0.0, 46.747, 120841.180
  38, A, chain_top      ,  0.115, 164.459,    0.0, 43.499, 112445.788
  38, A, chain_bottom   ,  0.115, 228.419,    0.0, 60.417, 156177.803
   3, C, chain_bottom   ,  0.115, 209.335,    0.0, 55.369, 143129.137
  27, A, chain_top      ,  0.115, 174.047,    0.0, 46.036, 119001.866
  19, A, chain_bottom   ,  0.115, 239.677,    0.0, 63.395, 163875.015
   6, A, chain_top      ,  0.115, 178.437,    0.0, 47.197, 122003.021
   1, C, chain_top      ,  0.115, 152.768,    0.0, 40.407, 104452.428
   2, B, chain_top      ,  0.115, 160.989,    0.0, 42.582, 110073.345
   1, C, chain_bottom   ,  0.115, 204.204,    0.0, 54.012, 139621.017
   2, B, chain_bottom   ,  0.115, 221.950,    0.0, 58.706, 151754.760
  18, A, chain_top      ,  0.115, 166.096,    0.0, 43.932, 113565.183
  18, A, chain_bottom   ,  0.115, 231.296,    0.0, 61.178, 158144.857
   3, C, chain_top      ,  0.115, 154.969,    0.0, 40.989, 105957.154
  20, A, chain_bottom   ,  0.115, 247.726,    0.0, 65.524, 169378.473
  19, A, chain_top      ,  0.115, 171.231,    0.0, 45.291, 117075.995
  40, C, chain_bottom   ,  0.115, 282.258,    0.0, 74.657, 192989.212
   3, C, chain_bottom   ,  0.115, 209.335,    0.0, 55.369, 143129.137
  20, C, chain_top      ,  0.115, 186.129,    0.0, 49.231, 127262.478
  21, C, chain_bottom   ,  0.115, 261.990,    0.0, 69.296, 179131.359
  39, B, chain_bottom   ,  0.115, 273.667,    0.0, 72.385, 187115.028
  40, B, chain_bottom   ,  0.115, 271.118,    0.0, 71.711, 185372.209
  27, C, chain_top      ,  0.115, 187.147,    0.0, 49.500, 127958.586
  28, A, chain_top      ,  0.115, 200.835,    0.0, 53.121, 137317.502
  28, C, chain_top      ,  0.115, 198.357,    0.0, 52.466, 135623.448
  29, A, chain_top      ,  0.115, 203.636,    0.0, 53.862, 139232.726
  29, C, chain_top      ,  0.115, 197.029,    0.0, 52.114, 134714.898
  30, A, chain_top      ,  0.115, 204.254,    0.0, 54.025, 139655.086
  30, C, chain_top      ,  0.115, 199.465,    0.0, 52.759, 136380.874
  31, A, chain_top      ,  0.115, 200.836,    0.0, 53.121, 137317.817
  32, A, chain_top      ,  0.115, 194.129,    0.0, 51.347, 132732.294
  25, C, chain_top      ,  0.115, 197.821,    0.0, 52.324, 135256.390
  25, B, chain_top      ,  0.115, 194.520,    0.0, 51.450, 132999.371
  24, C, chain_top      ,  0.115, 198.282,    0.0, 52.446, 135571.736
  24, B, chain_top      ,  0.115, 192.609,    0.0, 50.945, 131693.351
  23, C, chain_top      ,  0.115, 195.509,    0.0, 51.712, 133676.102
  23, B, chain_top      ,  0.115, 194.560,    0.0, 51.461, 133026.971
  22, C, chain_top      ,  0.115, 191.113,    0.0, 50.549, 130670.197
  37, B, chain_top      ,  0.115, 188.156,    0.0, 49.767, 128648.466
  37, C, chain_top      ,  0.115, 200.557,    0.0, 53.047, 137127.317
  22, B, chain_top      ,  0.115, 193.980,    0.0, 51.308, 132630.688
  22, B, chain_bottom   ,  0.115, 268.221,    0.0, 70.944, 183391.086
  38, B, chain_top      ,  0.115, 187.909,    0.0, 49.702, 128479.406
  22, C, chain_bottom   ,  0.115, 265.218,    0.0, 70.150, 181338.022
  23, C, chain_bottom   ,  0.115, 269.766,    0.0, 71.353, 184448.004
  38, C, chain_bottom   ,  0.115, 270.914,    0.0, 71.657, 185232.969
  38, B, chain_bottom   ,  0.115, 261.691,    0.0, 69.217, 178926.561
  20, B, chain_top      ,  0.115, 185.306,    0.0, 49.013, 126699.549
  37, C, chain_bottom   ,  0.115, 274.617,    0.0, 72.636, 187764.670
  37, B, chain_bottom   ,  0.115, 261.970,    0.0, 69.291, 179117.290
  19, C, chain_top      ,  0.115, 180.874,    0.0, 47.841, 123669.203
  19, B, chain_top      ,  0.115, 181.564,    0.0, 48.024, 124141.222
  18, C, chain_top      ,  0.115, 173.814,    0.0, 45.974, 118841.946
  32, A, chain_bottom   ,  0.115, 268.372,    0.0, 70.985, 183494.935
  31, A, chain_bottom   ,  0.115, 274.874,    0.0, 72.704, 187940.460
  30, C, chain_bottom   ,  0.115, 273.599,    0.0, 72.367, 187068.760
  30, A, chain_bottom   ,  0.115, 277.944,    0.0, 73.516, 190039.502
  29, C, chain_bottom   ,  0.115, 271.266,    0.0, 71.750, 185473.448
  29, A, chain_bottom   ,  0.115, 277.401,    0.0, 73.372, 189667.905
  28, C, chain_bottom   ,  0.115, 272.549,    0.0, 72.089, 186350.804
  26, C, chain_top      ,  0.115, 197.618,    0.0, 52.270, 135117.997
  27, C, chain_bottom   ,  0.115, 260.824,    0.0, 68.988, 178333.921
  26, C, chain_bottom   ,  0.115, 271.839,    0.0, 71.901, 185864.915
  26, B, chain_bottom   ,  0.115, 254.374,    0.0, 67.282, 173923.786
  25, C, chain_bottom   ,  0.115, 272.034,    0.0, 71.953, 185998.498
  25, B, chain_bottom   ,  0.115, 268.770,    0.0, 71.090, 183766.743
  24, C, chain_bottom   ,  0.115, 272.477,    0.0, 72.070, 186301.345
  24, B, chain_bottom   ,  0.115, 266.802,    0.0, 70.569, 182421.338
  23, B, chain_bottom   ,  0.115, 268.811,    0.0, 71.100, 183794.736
  38, C, chain_top      ,  0.115, 196.669,    0.0, 52.019, 134469.079
  39, B, chain_top      ,  0.115, 199.537,    0.0, 52.778, 136430.124
  39, C, chain_top      ,  0.115, 196.320,    0.0, 51.927, 134230.356
  19, A, chain_bottom   ,  0.115, 239.677,    0.0, 63.395, 163875.015
  20, A, chain_bottom   ,  0.115, 247.726,    0.0, 65.524, 169378.473
  27, A, chain_top      ,  0.115, 174.047,    0.0, 46.036, 119001.866
  38, A, chain_bottom   ,  0.115, 228.419,    0.0, 60.417, 156177.803
  38, A, chain_top      ,  0.115, 164.459,    0.0, 43.499, 112445.788
  20, A, chain_top      ,  0.115, 176.738,    0.0, 46.747, 120841.180
  19, A, chain_top      ,  0.115, 171.231,    0.0, 45.291, 117075.995
  27, A, chain_bottom   ,  0.115, 243.905,    0.0, 64.513, 166765.694
   8, A, chain_top      ,  0.115, 167.155,    0.0, 44.212, 114289.297
   8, A, chain_bottom   ,  0.115, 233.102,    0.0, 61.655, 159379.451
   7, A, chain_top      ,  0.115, 173.391,    0.0, 45.862, 118553.375
   7, A, chain_bottom   ,  0.115, 242.942,    0.0, 64.258, 166107.205
   6, A, chain_bottom   ,  0.115, 250.039,    0.0, 66.135, 170960.007
   5, A, chain_bottom   ,  0.115, 243.342,    0.0, 64.364, 166380.609
   4, A, chain_bottom   ,  0.115, 232.196,    0.0, 61.416, 158759.979
   1, C, chain_top      ,  0.115, 152.768,    0.0, 40.407, 104452.428
   2, B, chain_top      ,  0.115, 160.989,    0.0, 42.582, 110073.345
   1, C, chain_bottom   ,  0.115, 204.204,    0.0, 54.012, 139621.017
   2, B, chain_bottom   ,  0.115, 221.950,    0.0, 58.706, 151754.760
  18, A, chain_top      ,  0.115, 166.096,    0.0, 43.932, 113565.183
  18, A, chain_bottom   ,  0.115, 231.296,    0.0, 61.178, 158144.857
   3, C, chain_top      ,  0.115, 154.969,    0.0, 40.989, 105957.154
   4, A, chain_top      ,  0.115, 166.620,    0.0, 44.071, 113923.842
   6, A, chain_top      ,  0.115, 178.437,    0.0, 47.197, 122003.021
  20, B, chain_bottom   ,  0.115, 258.681,    0.0, 68.421, 176868.856
  18, C, chain_bottom   ,  0.115, 243.563,    0.0, 64.422, 166531.887
  19, B, chain_bottom   ,  0.115, 254.108,    0.0, 67.212, 173741.759
  21, C, chain_top      ,  0.115, 188.174,    0.0, 49.772, 128660.964
  40, B, chain_top      ,  0.115, 196.877,    0.0, 52.074, 134611.245
  40, C, chain_top      ,  0.115, 209.360,    0.0, 55.376, 143146.389
  21, B, chain_top      ,  0.115, 188.290,    0.0, 49.803, 128740.298
  39, C, chain_bottom   ,  0.115, 270.571,    0.0, 71.566, 184998.146
  21, B, chain_bottom   ,  0.115, 262.121,    0.0, 69.331, 179220.560
  28, A, chain_bottom   ,  0.115, 274.874,    0.0, 72.704, 187940.170
  20, C, chain_bottom   ,  0.115, 259.648,    0.0, 68.677, 177529.665
   5, B, chain_top      ,  0.115, 188.374,    0.0, 49.825, 128797.282
   5, C, chain_top      ,  0.115, 179.254,    0.0, 47.413, 122561.658
   5, B, chain_bottom   ,  0.115, 262.214,    0.0, 69.356, 179284.523
   5, A, chain_top      ,  0.115, 173.663,    0.0, 45.934, 118738.872
   5, C, chain_bottom   ,  0.115, 251.125,    0.0, 66.423, 171702.474
   6, B, chain_bottom   ,  0.115, 254.143,    0.0, 67.221, 173765.691
   6, C, chain_bottom   ,  0.115, 266.086,    0.0, 70.380, 181931.967
   6, C, chain_top      ,  0.115, 191.929,    0.0, 50.765, 131228.074
   7, C, chain_bottom   ,  0.115, 258.579,    0.0, 68.394, 176798.946
   8, C, chain_bottom   ,  0.115, 255.653,    0.0, 67.620, 174798.097
   7, C, chain_top      ,  0.115, 185.219,    0.0, 48.991, 126640.463
   8, C, chain_top      ,  0.115, 182.800,    0.0, 48.351, 124986.442
  11, C, chain_bottom   ,  0.115, 268.465,    0.0, 71.009, 183558.174
  11, C, chain_top      ,  0.115, 194.220,    0.0, 51.371, 132794.284
  26, B, chain_top      ,  0.115, 181.775,    0.0, 48.080, 124285.527
  19, C, chain_bottom   ,  0.115, 253.230,    0.0, 66.979, 173141.432
   6, B, chain_top      ,  0.115, 181.592,    0.0, 48.031, 124160.163
  17, A, chain_bottom   ,  0.127, 216.182,    0.0, 69.736, 180267.869
  17, A, chain_top      ,  0.127, 158.122,    0.0, 51.007, 131853.024
  35, A, chain_bottom   ,  0.127, 261.099,    0.0, 84.225, 217722.291
  12, A, chain_bottom   ,  0.127, 256.548,    0.0, 82.757, 213927.815
  28, B, chain_bottom   ,  0.127, 268.517,    0.0, 86.618, 223908.149
  14, C, chain_bottom   ,  0.127, 250.639,    0.0, 80.851, 209000.179
  31, B, chain_bottom   ,  0.127, 275.293,    0.0, 88.804, 229558.382
  32, B, chain_bottom   ,  0.127, 270.177,    0.0, 87.154, 225292.670
  32, C, chain_bottom   ,  0.127, 252.430,    0.0, 81.429, 210493.487
  33, A, chain_bottom   ,  0.127, 253.775,    0.0, 81.863, 211615.503
  11, A, chain_top      ,  0.127, 181.392,    0.0, 58.513, 151257.006
  29, B, chain_bottom   ,  0.127, 273.796,    0.0, 88.321, 228309.890
  16, A, chain_top      ,  0.127, 191.301,    0.0, 61.710, 159520.167
  16, A, chain_bottom   ,  0.127, 265.419,    0.0, 85.619, 221324.841
  17, B, chain_top      ,  0.127, 164.377,    0.0, 53.025, 137068.978
  15, A, chain_bottom   ,  0.127, 261.671,    0.0, 84.410, 218199.541
  17, C, chain_top      ,  0.127, 159.784,    0.0, 51.543, 133239.214
  30, B, chain_bottom   ,  0.127, 274.355,    0.0, 88.501, 228776.350
  18, B, chain_top      ,  0.127, 174.664,    0.0, 56.343, 145647.105
  27, B, chain_bottom   ,  0.127, 242.806,    0.0, 78.324, 202468.146
  15, A, chain_top      ,  0.127, 187.891,    0.0, 60.610, 156676.895
  12, A, chain_top      ,  0.127, 183.530,    0.0, 59.203, 153039.716
  12, B, chain_bottom   ,  0.127, 263.177,    0.0, 84.896, 219455.110
  12, C, chain_bottom   ,  0.127, 256.252,    0.0, 82.662, 213680.522
  17, C, chain_bottom   ,  0.127, 219.577,    0.0, 70.831, 183098.115
  13, A, chain_bottom   ,  0.127, 264.150,    0.0, 85.209, 220266.506
  13, C, chain_bottom   ,  0.127, 258.092,    0.0, 83.255, 215215.223
  14, A, chain_bottom   ,  0.127, 265.103,    0.0, 85.517, 221061.628
  36, A, chain_bottom   ,  0.127, 262.395,    0.0, 84.643, 218803.091
  10, A, chain_top      ,  0.127, 173.976,    0.0, 56.121, 145073.041
  17, A, chain_bottom   ,  0.127, 216.182,    0.0, 69.736, 180267.869
  17, A, chain_top      ,  0.127, 158.122,    0.0, 51.007, 131853.024
  11, A, chain_bottom   ,  0.127, 253.890,    0.0, 81.900, 211710.847
   4, B, chain_bottom   ,  0.127, 249.154,    0.0, 80.372, 207761.946
  31, C, chain_bottom   ,  0.127, 264.613,    0.0, 85.359, 220652.658
  32, B, chain_top      ,  0.127, 195.922,    0.0, 63.201, 163373.558
  12, B, chain_top      ,  0.127, 189.238,    0.0, 61.044, 157799.814
  13, A, chain_top      ,  0.127, 190.125,    0.0, 61.330, 158539.187
  35, A, chain_top      ,  0.127, 187.387,    0.0, 60.447, 156256.682
  14, A, chain_top      ,  0.127, 191.006,    0.0, 61.615, 159274.415
  36, A, chain_top      ,  0.127, 188.535,    0.0, 60.818, 157213.504
   7, B, chain_bottom   ,  0.127, 247.667,    0.0, 79.892, 206521.767
   7, B, chain_top      ,  0.127, 176.695,    0.0, 56.998, 147340.200
   8, B, chain_bottom   ,  0.127, 237.268,    0.0, 76.538, 197850.599
  14, C, chain_top      ,  0.127, 178.886,    0.0, 57.705, 149167.907
  32, C, chain_top      ,  0.127, 180.252,    0.0, 58.146, 150306.788
   8, B, chain_top      ,  0.127, 169.696,    0.0, 54.741, 141504.339
  17, B, chain_bottom   ,  0.127, 228.273,    0.0, 73.636, 190349.915
  12, C, chain_top      ,  0.127, 183.287,    0.0, 59.125, 152837.437
  10, A, chain_bottom   ,  0.127, 243.800,    0.0, 78.645, 203297.585
   4, C, chain_bottom   ,  0.127, 237.337,    0.0, 76.560, 197908.265
  18, B, chain_bottom   ,  0.127, 244.799,    0.0, 78.967, 204130.386
  31, C, chain_top      ,  0.127, 190.551,    0.0, 61.468, 158894.917
  27, B, chain_top      ,  0.127, 173.299,    0.0, 55.903, 144509.046
   2, A, chain_top      ,  0.127, 175.620,    0.0, 56.651, 146443.751
  28, B, chain_top      ,  0.127, 194.271,    0.0, 62.668, 161996.504
   2, A, chain_bottom   ,  0.127, 246.163,    0.0, 79.407, 205267.437
   3, A, chain_top      ,  0.127, 176.283,    0.0, 56.865, 146996.652
  29, B, chain_top      ,  0.127, 199.675,    0.0, 64.411, 166502.485
   3, A, chain_bottom   ,  0.127, 247.094,    0.0, 79.708, 206044.163
  30, B, chain_top      ,  0.127, 200.274,    0.0, 64.604, 167002.548
   4, B, chain_top      ,  0.127, 177.780,    0.0, 57.348, 148245.227
   4, C, chain_top      ,  0.127, 169.739,    0.0, 54.755, 141540.505
  31, B, chain_top      ,  0.127, 201.292,    0.0, 64.933, 167851.103
  33, A, chain_top      ,  0.127, 181.302,    0.0, 58.484, 151181.864
  13, C, chain_top      ,  0.127, 184.810,    0.0, 59.616, 154107.075
  35, B, polyester      ,  0.205, 1022.675,    0.0, 29.182, 218413.739
  19, A, polyester      ,  0.205, 1001.778,    0.0, 28.586, 213950.777
  10, C, polyester      ,  0.205, 975.560,    0.0, 27.838, 208351.367
   4, C, polyester      ,  0.205, 973.972,    0.0, 27.792, 208012.142
  34, C, polyester      ,  0.205, 1093.113,    0.0, 31.192, 233457.370
  38, A, polyester      ,  0.205, 994.496,    0.0, 28.378, 212395.458
   1, B, polyester      ,  0.205, 1059.477,    0.0, 30.232, 226273.597
   3, C, polyester      ,  0.205, 1122.320,    0.0, 32.025, 239695.066
   4, A, polyester      ,  0.205, 1089.311,    0.0, 31.083, 232645.303
   2, C, polyester      ,  0.205, 1097.463,    0.0, 31.316, 234386.399
  36, B, polyester      ,  0.205, 987.305,    0.0, 28.173, 210859.820
  35, C, polyester      ,  0.205, 1086.363,    0.0, 30.999, 232015.781
  18, A, polyester      ,  0.205, 1035.682,    0.0, 29.553, 221191.618
   3, B, polyester      ,  0.205, 1015.593,    0.0, 28.980, 216901.366
  17, C, polyester      ,  0.205, 1007.092,    0.0, 28.737, 215085.669
   1, A, polyester      ,  0.205, 979.059,    0.0, 27.937, 209098.601
  17, A, polyester      ,  0.205, 1089.808,    0.0, 31.098, 232751.446
   2, B, polyester      ,  0.205, 1071.757,    0.0, 30.583, 228896.322
   1, C, polyester      ,  0.205, 1146.120,    0.0, 32.704, 244777.956
  36, C, polyester      ,  0.205, 1088.638,    0.0, 31.064, 232501.478
   8, B, polyester      ,  0.205, 965.372,    0.0, 27.547, 206175.518
  34, A, polyester      ,  0.205, 1027.250,    0.0, 29.313, 219390.800
